raw_y,data_id,algorithm_name,algorithm_info,suite,function_name,function_id,dimension,instance,run_id,evals,best_y,evaluations
0.0100686651,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.01191286767454445,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.014094859131942535,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.016676509752040106,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.01973102213413612,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.02334500685373588,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.027620938301929295,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.03268006034262081,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.03866582417740456,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.04574795589860487,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.054127269065784606,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.06404135876613427,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.07577133861359485,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.08964981171405291,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,82.0
0.10607030161300501,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.12549841063983225,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.1484850220430872,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.17568192026280757,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.2078602722520482,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.24593249388475874,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.2909781214711216,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.34427442196612473,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.40733260982259933,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.4819406974161322,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.570214194063923,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.674656091206224,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.7982278346277639,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.9444332961336357,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
1.1174181256931324,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
1.3220873011775682,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
1.5642442088101587,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
1.8507551979485233,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
2.1897442761440233,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
2.5908234650484983,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
3.0653653489008668,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
3.626825543694942,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
4.291124230628705,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
5.077097572200624,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
6.00703181083825,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
7.107295194404188,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
8.40908564680166,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
9.94931538384957,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
11.771657557674581,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
13.927784607179785,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
16.47883342796752,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
19.497138906550468,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
23.068284973143847,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
27.29353133055788,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
32.29268466899046,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
38.20749577989974,3,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,3.0,100.0,0.010068665100971203,1.0
0.0100686651,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.01191286767454445,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.014094859131942535,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.016676509752040106,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.01973102213413612,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.02334500685373588,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.027620938301929295,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.03268006034262081,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.03866582417740456,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.04574795589860487,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.054127269065784606,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.06404135876613427,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.07577133861359485,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.08964981171405291,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.10607030161300501,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.12549841063983225,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.1484850220430872,2,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.17568192026280757,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.2078602722520482,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.24593249388475874,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.2909781214711216,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.34427442196612473,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.40733260982259933,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.4819406974161322,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.570214194063923,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.674656091206224,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,62.0
0.7982278346277639,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
0.9444332961336357,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
1.1174181256931324,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
1.3220873011775682,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
1.5642442088101587,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
1.8507551979485233,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
2.1897442761440233,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,23.0
2.5908234650484983,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,16.0
3.0653653489008668,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,16.0
3.626825543694942,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,16.0
4.291124230628705,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,16.0
5.077097572200624,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,16.0
6.00703181083825,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,10.0
7.107295194404188,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,10.0
8.40908564680166,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,10.0
9.94931538384957,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
11.771657557674581,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
13.927784607179785,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
16.47883342796752,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
19.497138906550468,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
23.068284973143847,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
27.29353133055788,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,5.0
32.29268466899046,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,3.0
38.20749577989974,2,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,2.0,100.0,0.1598690444518747,3.0
0.0100686651,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.01191286767454445,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.014094859131942535,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.016676509752040106,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.01973102213413612,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.02334500685373588,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.027620938301929295,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.03268006034262081,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.03866582417740456,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.04574795589860487,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.054127269065784606,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.06404135876613427,4,algorithm_A,,,,inf,inf,inf,inf,inf,inf,inf
0.07577133861359485,4,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,4.0,100.0,0.07535832882928815,59.0
0.08964981171405291,4,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,4.0,100.0,0.07535832882928815,59.0
0.10607030161300501,4,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,4.0,100.0,0.07535832882928815,59.0
0.12549841063983225,4,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,4.0,100.0,0.07535832882928815,59.0
0.1484850220430872,4,algorithm_A,algorithm_info,unknown_suite,Sphere,1.0,2.0,1.0,4.0,100.0,0.07535832882928815,59.0
